time_ms,mq2_adc,mq2_V,mq2_Rs,mq2_Rs_R0,mq2_ppm,mq4_adc,mq4_V,mq4_Rs,mq4_Rs_R0,mq4_ppm,tempC,hum
191400000,489,2.390,15496,2.2137,8,571,2.791,728,1.3241,437,35.20,79.8
192000000,489,2.390,15496,2.2137,8,571,2.791,728,1.3241,437,35.20,79.8
192600000,489,2.390,15496,2.2137,8,572,2.796,725,1.3189,442,35.20,79.8
193200000,489,2.390,15496,2.2137,8,572,2.796,725,1.3189,442,35.30,79.8
193800000,489,2.390,15496,2.2137,8,572,2.796,725,1.3189,442,35.30,79.8
194400000,490,2.395,15435,2.2050,8,573,2.801,723,1.3137,447,35.30,79.8
195000000,490,2.395,15435,2.2050,8,573,2.801,723,1.3137,447,35.30,79.8
195600000,490,2.395,15435,2.2050,8,573,2.801,723,1.3137,447,35.30,79.8
196200000,490,2.395,15435,2.2050,8,574,2.805,720,1.3085,452,35.30,79.8
196800000,490,2.395,15435,2.2050,8,574,2.805,720,1.3085,452,35.30,79.8
197400000,490,2.395,15435,2.2050,8,575,2.810,717,1.3033,458,35.30,79.8
198000000,491,2.400,15375,2.1964,8,575,2.810,717,1.3033,458,35.30,79.8
198600000,491,2.400,15375,2.1964,8,576,2.815,714,1.2981,463,35.30,79.8
199200000,491,2.400,15375,2.1964,8,576,2.815,714,1.2981,463,35.30,79.8
199800000,491,2.400,15375,2.1964,8,576,2.815,714,1.2981,463,35.40,79.8
200400000,491,2.400,15375,2.1964,8,576,2.815,714,1.2981,463,35.40,79.8
201000000,491,2.400,15375,2.1964,8,577,2.820,711,1.2930,469,35.40,79.8
201600000,491,2.400,15375,2.1964,8,577,2.820,711,1.2930,469,35.40,79.8
202200000,491,2.400,15375,2.1964,8,577,2.820,711,1.2930,469,35.40,79.8
202800000,491,2.400,15375,2.1964,8,578,2.825,708,1.2878,474,35.40,79.8
203400000,492,2.405,15315,2.1878,8,578,2.825,708,1.2878,474,35.40,79.8
204000000,492,2.405,15315,2.1878,8,579,2.830,705,1.2827,480,35.40,79.8
204600000,492,2.405,15315,2.1878,8,579,2.830,705,1.2827,480,35.50,79.8
205200000,492,2.405,15315,2.1878,8,580,2.835,703,1.2776,485,35.50,79.8
205800000,492,2.405,15315,2.1878,8,580,2.835,703,1.2776,485,35.50,79.8
206400000,492,2.405,15315,2.1878,8,580,2.835,703,1.2776,485,35.50,79.8
207000000,492,2.405,15315,2.1878,8,580,2.835,703,1.2776,485,35.50,79.8
207600000,492,2.405,15315,2.1878,8,581,2.840,700,1.2725,491,35.50,79.8
208200000,492,2.405,15315,2.1878,8,581,2.840,700,1.2725,491,35.50,79.8
208800000,493,2.410,15255,2.1793,8,582,2.845,697,1.2675,497,35.50,79.8
209400000,493,2.410,15255,2.1793,8,582,2.845,697,1.2675,497,35.60,79.8
210000000,493,2.410,15255,2.1793,8,583,2.849,694,1.2624,503,35.50,79.8
210600000,493,2.410,15255,2.1793,8,583,2.849,694,1.2624,503,35.60,79.8
211200000,493,2.410,15255,2.1793,8,583,2.849,694,1.2624,503,35.60,79.8
211800000,493,2.410,15255,2.1793,8,584,2.854,692,1.2574,509,35.60,79.8
212400000,493,2.410,15255,2.1793,8,584,2.854,692,1.2574,509,35.60,79.8
213000000,494,2.414,15195,2.1708,8,585,2.859,689,1.2524,515,35.60,79.8
213600000,494,2.414,15195,2.1708,8,585,2.859,689,1.2524,515,35.60,79.8
214200000,494,2.414,15195,2.1708,8,585,2.859,689,1.2524,515,35.60,79.8
214800000,494,2.414,15195,2.1708,8,586,2.864,686,1.2474,521,35.60,79.8
215400000,494,2.414,15195,2.1708,8,586,2.864,686,1.2474,521,35.60,79.8
216000000,494,2.414,15195,2.1708,8,587,2.869,683,1.2424,527,35.60,79.8
216600000,494,2.414,15195,2.1708,8,587,2.869,683,1.2424,527,35.60,79.8
217200000,494,2.414,15195,2.1708,8,587,2.869,683,1.2424,527,35.60,79.7
217800000,494,2.414,15195,2.1708,8,587,2.869,683,1.2424,527,35.60,79.8
218400000,495,2.419,15136,2.1623,8,588,2.874,681,1.2375,533,35.60,79.7
219000000,495,2.419,15136,2.1623,8,588,2.874,681,1.2375,533,35.60,79.7
219600000,495,2.419,15136,2.1623,8,589,2.879,678,1.2325,540,35.70,79.7
220200000,495,2.419,15136,2.1623,8,589,2.879,678,1.2325,540,35.70,79.7
220800000,495,2.419,15136,2.1623,8,590,2.884,675,1.2276,546,35.70,79.7
221400000,495,2.419,15136,2.1623,8,590,2.884,675,1.2276,546,35.70,79.7
222000000,495,2.419,15136,2.1623,8,590,2.884,675,1.2276,546,35.70,79.7
222600000,495,2.419,15136,2.1623,8,591,2.889,672,1.2227,553,35.70,79.6
223200000,496,2.424,15077,2.1538,9,591,2.889,672,1.2227,553,35.70,79.6
223800000,496,2.424,15077,2.1538,9,592,2.893,670,1.2178,559,35.80,79.6
224400000,496,2.424,15077,2.1538,9,592,2.893,670,1.2178,559,35.80,79.6
225000000,496,2.424,15077,2.1538,9,592,2.893,670,1.2178,559,35.80,79.5
225600000,496,2.424,15077,2.1538,9,593,2.898,667,1.2129,566,35.80,79.5
