mq2,mq4,Time
149,184,33:27.6
149,184,33:42.6
149,186,33:57.6
149,186,34:12.6
149,184,34:27.6
149,184,34:42.6
149,184,34:57.6
149,184,35:12.6
149,184,35:27.6
149,184,35:42.6
149,184,35:57.6
149,184,36:12.6
149,184,36:27.6
149,184,36:42.6
149,184,36:57.6
149,184,37:12.6
149,184,37:27.6
149,184,37:42.6
149,184,37:57.6
149,184,38:12.6
149,184,38:27.6
149,184,38:42.6
149,184,38:57.6
149,184,39:12.6
149,184,39:27.6
149,184,39:42.6
149,184,39:57.6
149,184,40:12.6
149,184,40:27.6
149,184,40:42.6
147,184,40:57.6
147,184,41:12.6
149,184,41:27.6
147,184,41:42.6
147,184,41:57.6
147,184,42:12.6
147,184,42:27.6
147,184,42:42.6
147,184,42:57.6
147,184,43:12.6
147,184,43:27.6
147,184,43:42.6
147,184,43:57.6
147,184,44:12.6
147,184,44:27.6
147,184,44:42.6
147,184,44:57.6
147,184,45:12.6
147,184,45:27.6
147,184,45:42.6
147,184,45:57.6
147,184,46:12.6
147,184,46:27.6
147,184,46:42.6
147,184,46:57.6
147,184,47:12.6
147,184,47:27.6
147,184,47:42.6
147,184,47:57.6
147,184,48:12.6
147,184,48:27.6
147,184,48:42.6
147,184,48:57.6
147,184,49:12.6
147,184,49:27.6
147,184,49:42.6
147,184,49:57.6
147,184,50:12.6
147,184,50:27.6
147,184,50:42.6
147,184,50:57.6
147,184,51:12.6
147,184,51:27.6
147,184,51:42.6
145,181,51:57.6
145,184,52:12.6
145,184,52:27.6
145,181,52:42.6
145,181,52:57.6
145,181,53:12.6
145,181,53:27.6
145,181,53:42.6
145,181,53:57.6
145,181,54:12.6
145,181,54:27.6
145,181,54:42.6
145,181,54:57.6
145,181,55:12.6
145,181,55:27.6
145,181,55:42.6
145,181,55:57.6
145,181,56:12.6
145,181,56:27.6
145,181,56:42.6
145,181,56:57.6
145,181,57:12.6
145,181,57:27.6
145,181,57:42.6
145,181,57:57.6
145,181,58:12.6
145,181,58:27.6
145,181,58:42.6
145,181,58:57.6
145,181,59:12.6
145,181,59:27.6
145,181,59:42.6
145,181,59:57.6
145,181,00:12.6
145,181,00:27.6
145,181,00:42.6
145,181,00:57.6
145,181,01:12.6
145,181,01:27.6
145,181,01:42.6
145,181,01:57.6
145,181,02:12.6
145,181,02:27.6
145,181,02:42.6
145,181,02:57.6
145,181,03:12.6
145,181,03:27.6
145,181,03:42.6
145,181,03:57.6
143,181,04:12.6
143,181,04:27.6
143,181,04:42.6
145,181,04:57.6
145,181,05:12.6
143,181,05:27.6
143,181,05:42.6
145,181,05:57.6
143,181,06:12.6
145,181,06:27.6
145,181,06:42.6
145,181,06:57.6
143,181,07:12.6
145,181,07:27.6
145,181,07:42.6
145,181,07:57.6
143,181,08:12.6
145,181,08:27.6
145,181,08:42.6
143,181,08:57.6
143,181,09:12.6
143,181,09:27.6
143,181,09:42.6
143,181,09:57.6
145,181,10:12.6
143,181,10:27.6
143,181,10:42.6
143,181,10:57.6
143,181,11:12.6
143,181,11:27.6
143,181,11:42.6
143,181,11:57.6
143,181,12:12.6
143,181,12:27.6
143,181,12:42.6
143,181,12:57.6
143,181,13:12.6
143,181,13:27.6
143,181,13:42.6
143,181,13:57.6
143,181,14:12.6
143,181,14:27.6
143,181,14:42.6
143,181,14:57.6
143,181,15:12.6
143,181,15:27.6
143,181,15:42.6
143,181,15:57.6
143,181,16:12.6
143,181,16:27.6
143,181,16:42.6
143,181,16:57.6
143,181,17:12.6
143,181,17:27.6
143,181,17:42.6
143,181,17:57.6
143,181,18:12.6
143,181,18:27.6
143,179,18:42.6
143,179,18:57.6
143,179,19:12.6
143,179,19:27.6
143,179,19:42.6
143,179,19:57.6
143,179,20:12.6
143,179,20:27.6
143,179,20:42.6
143,179,20:57.6
143,179,21:12.6
143,181,21:27.6
143,179,21:42.6
143,179,21:57.6
143,179,22:12.6
143,179,22:27.6
143,179,22:42.6
143,179,22:57.6
143,179,23:12.6
143,179,23:27.6
143,179,23:42.6
143,179,23:57.6
143,179,24:12.6
143,179,24:27.6
143,179,24:42.6
143,179,24:57.6
143,179,25:12.6
143,179,25:27.6
143,179,25:42.6
143,179,25:57.6
143,179,26:12.6
143,179,26:27.6
143,179,26:42.6
143,179,26:57.6
143,179,27:12.6
143,179,27:27.6
143,179,27:42.6
143,179,27:57.6
143,179,28:12.6
143,179,28:27.6
143,179,28:42.6
143,179,28:57.6
143,179,29:12.6
143,179,29:27.6
143,179,29:42.6
143,179,29:57.6
143,179,30:12.6
143,179,30:27.6
143,179,30:42.6
143,179,30:57.6
143,179,31:12.6
143,179,31:27.6
143,179,31:42.6
143,179,31:57.6
143,179,32:12.6
143,179,32:27.6
143,179,32:42.6
143,179,32:57.6
143,179,33:12.6
143,179,33:27.6
143,179,33:42.6
143,179,33:57.6
143,179,34:12.6
143,179,34:27.6
143,179,34:42.6
143,179,34:57.6
143,179,35:12.6
143,179,35:27.6
143,179,35:42.6
143,179,35:57.6
143,179,36:12.6
143,179,36:27.6
143,179,36:42.6
143,179,36:57.6
143,179,37:12.6
143,179,37:27.6
143,179,37:42.6
143,179,37:57.6
143,179,38:12.6
143,179,38:27.6
143,179,38:42.6
143,179,38:57.6
143,179,39:12.6
143,179,39:27.6
143,179,39:42.6
143,179,39:57.6
145,179,40:12.6
143,179,40:27.6
143,179,40:42.6
143,177,40:57.6
145,177,41:12.6
143,177,41:27.6
143,177,41:42.6
143,177,41:57.6
143,177,42:12.6
143,177,42:27.6
143,177,42:42.6
143,177,42:57.6
143,177,43:12.6
143,177,43:27.6
143,177,43:42.6
143,177,43:57.6
145,177,44:12.6
143,177,44:27.6
143,177,44:42.6
143,177,44:57.6
145,177,45:12.6
143,177,45:27.6
143,177,45:42.6
143,177,45:57.6
145,177,46:12.6
143,177,46:27.6
143,177,46:42.6
143,177,46:57.6
145,177,47:12.6
143,177,47:27.6
143,177,47:42.6
143,177,47:57.6
143,177,48:12.6
143,177,48:27.6
143,177,48:42.6
143,177,48:57.6
143,177,49:12.6
143,177,49:27.6
143,177,49:42.6
143,177,49:57.6
143,177,50:12.6
145,177,50:27.6
143,177,50:42.6
143,177,50:57.6
143,177,51:12.6
145,177,51:27.6
143,177,51:42.6
143,177,51:57.6
145,177,52:12.6
143,177,52:27.6
143,177,52:42.6
143,177,52:57.6
143,177,53:12.6
143,177,53:27.6
143,177,53:42.6
143,177,53:57.6
143,177,54:12.6
143,177,54:27.6
143,177,54:42.6
145,177,54:57.6
143,177,55:12.6
145,177,55:27.6
143,177,55:42.6
143,177,55:57.6
145,177,56:12.6
145,177,56:27.6
143,177,56:42.6
143,177,56:57.6
143,177,57:12.6
143,177,57:27.6
143,177,57:42.6
143,177,57:57.6
145,177,58:12.6
145,177,58:27.6
143,177,58:42.6
145,177,58:57.6
143,177,59:12.6
145,177,59:27.6
143,177,59:42.6
143,177,59:57.6
145,177,00:12.6
143,177,00:27.6
143,177,00:42.6
143,177,00:57.6
143,177,01:12.6
143,177,01:27.6
145,177,01:42.6
143,177,01:57.6
145,177,02:12.6
145,177,02:27.6
143,177,02:42.6
145,177,02:57.6
143,177,03:12.6
143,177,03:27.6
143,174,03:42.6
143,177,03:57.6
143,174,04:12.6
143,177,04:27.6
143,174,04:42.6
143,174,04:57.6
143,174,05:12.6
145,174,05:27.6
145,174,05:42.6
143,174,05:57.6
143,174,06:12.6
143,174,06:27.6
145,174,06:42.6
145,174,06:57.6
145,174,07:12.6
143,174,07:27.6
145,174,07:42.6
143,174,07:57.6
145,174,08:12.6
143,174,08:27.6
145,174,08:42.6
143,174,08:57.6
143,174,09:12.6
145,174,09:27.6
145,174,09:42.6
145,174,09:57.6
143,174,10:12.6
145,174,10:27.6
143,174,10:42.6
145,174,10:57.6
145,174,11:12.6
145,174,11:27.6
143,174,11:42.6
145,174,11:57.6
145,174,12:12.6
143,174,12:27.6
143,174,12:42.6
145,174,12:57.6
145,174,13:12.6
145,174,13:27.6
143,174,13:42.6
143,174,13:57.6
143,174,14:12.6
143,174,14:27.6
143,174,14:42.6
143,174,14:57.6
145,174,15:12.6
145,174,15:27.6
145,174,15:42.6
143,174,15:57.6
143,174,16:12.6
145,174,16:27.6
145,174,16:42.6
145,174,16:57.6
145,174,17:12.6
145,174,17:27.6
145,174,17:42.6
145,174,17:57.6
145,174,18:12.6
145,174,18:27.6
145,174,18:42.6
145,174,18:57.6
145,174,19:12.6
145,174,19:27.6
145,174,19:42.6
145,174,19:57.6
143,174,20:12.6
145,174,20:27.6
145,174,20:42.6
145,174,20:57.6
145,174,21:12.6
145,174,21:27.6
145,174,21:42.6
145,174,21:57.6
143,174,22:12.6
143,174,22:27.6
145,174,22:42.6
145,174,22:57.6
145,174,23:12.6
145,174,23:27.6
143,174,23:42.6
145,174,23:57.6
143,174,24:12.6
145,174,24:27.6
145,174,24:42.6
145,174,24:57.6
145,174,25:12.6
145,174,25:27.6
143,174,25:42.6
145,174,25:57.6
145,174,26:12.6
145,174,26:27.6
145,174,26:42.6
145,174,26:57.6
145,174,27:12.6
145,174,27:27.6
145,174,27:42.6
145,174,27:57.6
145,174,28:12.6
145,172,28:27.6
145,172,28:42.6
145,174,28:57.6
145,172,29:12.6
145,172,29:27.6
145,172,29:42.6
145,172,29:57.6
145,172,30:12.6
145,172,30:27.6
145,172,30:42.6
145,172,30:57.6
145,172,31:12.6
145,172,31:27.6
145,172,31:42.6
145,172,31:57.6
145,172,32:12.6
145,172,32:27.6
145,172,32:42.6
145,172,32:57.6
145,172,33:12.6
145,172,33:27.6
145,172,33:42.6
145,172,33:57.6
145,172,34:12.6
145,172,34:27.6
145,172,34:42.6
145,172,34:57.6
145,172,35:12.6
145,172,35:27.6
145,172,35:42.6
145,172,35:57.6
145,172,36:12.6
145,172,36:27.6
145,172,36:42.6
145,172,36:57.6
145,172,37:12.6
145,172,37:27.6
145,172,37:42.6
145,170,37:57.6
145,170,38:12.6
145,170,38:27.6
145,170,38:42.6
145,170,38:57.6
145,168,39:12.6
145,168,39:27.6
145,168,39:42.6
145,168,39:57.6
145,168,40:12.6
145,168,40:27.6
145,165,40:42.6
147,165,40:57.6
147,165,41:12.6
147,165,41:27.6
147,165,41:42.6
147,165,41:57.6
147,165,42:12.6
147,165,42:27.6
147,165,42:42.6
147,163,42:57.6
147,163,43:12.6
147,163,43:27.6
147,163,43:42.6
149,163,43:57.6
149,163,44:12.6
149,163,44:27.6
149,163,44:42.6
149,163,44:57.6
149,163,45:12.6
149,163,45:27.6
149,163,45:42.6
150,163,45:57.6
150,161,46:12.6
150,163,46:27.6
150,161,46:42.6
150,161,46:57.6
150,161,47:12.6
150,161,47:27.6
150,161,47:42.6
150,161,47:57.6
150,161,48:12.6
150,161,48:27.6
150,161,48:42.6
150,161,48:57.6
152,161,49:12.6
152,161,49:27.6
152,161,49:42.6
152,161,49:57.6
152,161,50:12.6
152,161,50:27.6
152,161,50:42.6
152,161,50:57.6
152,161,51:12.6
152,159,51:27.6
152,159,51:42.6
152,159,51:57.6
152,159,52:12.6
152,159,52:27.6
154,159,52:42.6
154,159,52:57.6
154,159,53:12.6
154,159,53:27.6
154,159,53:42.6
154,159,53:57.6
154,159,54:12.6
154,159,54:27.6
154,159,54:42.6
154,159,54:57.6
154,159,55:12.6
154,159,55:27.6
154,159,55:42.6
154,159,55:57.6
154,159,56:12.6
154,159,56:27.6
154,159,56:42.6
154,159,56:57.6
154,159,57:12.6
154,159,57:27.6
154,159,57:42.6
154,159,57:57.6
154,161,58:12.6
154,161,58:27.6
156,161,58:42.6
154,161,58:57.6
154,161,59:12.6
156,161,59:27.6
154,161,59:42.6
154,161,59:57.6
154,161,00:12.6
154,161,00:27.6
156,161,00:42.6
154,161,00:57.6
156,163,01:12.6
156,161,01:27.6
156,161,01:42.6
156,161,01:57.6
156,161,02:12.6
156,161,02:27.6
156,161,02:42.6
154,163,02:57.6
156,163,03:12.6
156,163,03:27.6
156,165,03:42.6
156,165,03:57.6
156,165,04:12.6
156,165,04:27.6
156,165,04:42.6
154,161,04:57.6
154,157,05:12.6
156,155,05:27.6
154,151,05:42.6
156,149,05:57.6
156,147,06:12.6
156,147,06:27.6
156,147,06:42.6
156,147,06:57.6
156,147,07:12.6
156,147,07:27.6
156,145,07:42.6
158,145,07:57.6
158,149,08:12.6
158,149,08:27.6
158,149,08:42.6
158,147,08:57.6
158,145,09:12.6
158,145,09:27.6
158,145,09:42.6
158,143,09:57.6
158,143,10:12.6
158,143,10:27.6
158,143,10:42.6
159,143,10:57.6
158,143,11:12.6
158,143,11:27.6
159,143,11:42.6
159,143,11:57.6
159,143,12:12.6
159,143,12:27.6
159,143,12:42.6
159,143,12:57.6
159,143,13:12.6
159,143,13:27.6
159,141,13:42.6
159,143,13:57.6
159,143,14:12.6
159,143,14:27.6
161,151,14:42.6
159,143,14:57.6
159,141,15:12.6
159,141,15:27.6
159,139,15:42.6
159,139,15:57.6
161,139,16:12.6
161,137,16:27.6
161,137,16:42.6
161,139,16:57.6
161,139,17:12.6
161,139,17:27.6
161,139,17:42.6
161,139,17:57.6
159,139,18:12.6
161,137,18:27.6
159,137,18:42.6
161,137,18:57.6
161,137,19:12.6
161,137,19:27.6
161,137,19:42.6
161,136,19:57.6
161,136,20:12.6
161,136,20:27.6
161,136,20:42.6
161,136,20:57.6
161,136,21:12.6
161,134,21:27.6
161,134,21:42.6
161,134,21:57.6
161,134,22:12.6
161,134,22:27.6
161,134,22:42.6
161,134,22:57.6
163,134,23:12.6
163,134,23:27.6
163,134,23:42.6
163,134,23:57.6
163,134,24:12.6
163,134,24:27.6
163,136,24:42.6
163,139,24:57.6
163,141,25:12.6
165,143,25:27.6
165,145,25:42.6
163,145,25:57.6
163,145,26:12.6
163,145,26:27.6
163,145,26:42.6
163,145,26:57.6
163,147,27:12.6
163,147,27:27.6
163,145,27:42.6
163,147,27:57.6
163,147,28:12.6
163,143,28:27.6
161,139,28:42.6
161,137,28:57.6
161,136,29:12.6
161,136,29:27.6
163,136,29:42.6
163,136,29:57.6
163,134,30:12.6
163,134,30:27.6
163,134,30:42.6
163,134,30:57.6
163,134,31:12.6
163,134,31:27.6
163,134,31:42.6
163,134,31:57.6
163,134,32:12.6
165,134,32:27.6
165,134,32:42.6
165,136,32:57.6
163,134,33:12.6
165,134,33:27.6
165,134,33:42.6
163,134,33:57.6
165,136,34:12.6
165,136,34:27.6
165,139,34:42.6
165,139,34:57.6
165,139,35:12.6
165,139,35:27.6
163,139,35:42.6
165,137,35:57.6
165,137,36:12.6
165,137,36:27.6
165,137,36:42.6
163,137,36:57.6
165,137,37:12.6
165,137,37:27.6
165,137,37:42.6
165,137,37:57.6
163,137,38:12.6
165,137,38:27.6
163,137,38:42.6
165,137,38:57.6
165,136,39:12.6
165,136,39:27.6
165,136,39:42.6
165,136,39:57.6
165,136,40:12.6
163,136,40:27.6
165,136,40:42.6
165,136,40:57.6
165,136,41:12.6
163,137,41:27.6
165,137,41:42.6
163,137,41:57.6
161,137,42:12.6
161,137,42:27.6
161,137,42:42.6
159,136,42:57.6
159,136,43:12.6
159,136,43:27.6
159,136,43:42.6
158,136,43:57.6
158,136,44:12.6
156,134,44:27.6
156,134,44:42.6
154,132,44:57.6
154,132,45:12.6
154,132,45:27.6
154,130,45:42.6
154,130,45:57.6
152,130,46:12.6
150,130,46:27.6
150,132,46:42.6
150,130,46:57.6
150,130,47:12.6
150,132,47:27.6
150,132,47:42.6
149,132,47:57.6
149,132,48:12.6
149,132,48:27.6
147,134,48:42.6
147,132,48:57.6
147,130,49:12.6
147,130,49:27.6
145,130,49:42.6
145,130,49:57.6
145,130,50:12.6
145,129,50:27.6
145,129,50:42.6
145,129,50:57.6
143,129,51:12.6
143,127,51:27.6
143,127,51:42.6
142,125,51:57.6
142,125,52:12.6
142,123,52:27.6
140,122,52:42.6
142,122,52:57.6
140,122,53:12.6
140,122,53:27.6
140,122,53:42.6
140,122,53:57.6
140,122,54:12.6
140,122,54:27.6
138,122,54:42.6
138,122,54:57.6
138,120,55:12.6
138,122,55:27.6
138,122,55:42.6
138,122,55:57.6
138,120,56:12.6
138,120,56:27.6
140,120,56:42.6
140,120,56:57.6
140,120,57:12.6
140,120,57:27.6
140,120,57:42.6
140,120,57:57.6
140,119,58:12.6
140,119,58:27.6
142,119,58:42.6
140,119,58:57.6
140,119,59:12.6
142,119,59:27.6
140,119,59:42.6
142,117,59:57.6
140,117,00:12.6
140,117,00:27.6
142,117,00:42.6
143,117,00:57.6
142,117,01:12.6
142,117,01:27.6
142,117,01:42.6
142,119,01:57.6
143,119,02:12.6
143,119,02:27.6
143,117,02:42.6
143,117,02:57.6
142,115,03:12.6
142,115,03:27.6
142,115,03:42.6
143,115,03:57.6
142,115,04:12.6
143,115,04:27.6
145,115,04:42.6
143,115,04:57.6
143,115,05:12.6
143,115,05:27.6
143,115,05:42.6
143,115,05:57.6
143,115,06:12.6
143,115,06:27.6
143,115,06:42.6
145,115,06:57.6
143,115,07:12.6
143,115,07:27.6
145,115,07:42.6
145,115,07:57.6
145,115,08:12.6
145,115,08:27.6
145,115,08:42.6
145,115,08:57.6
143,115,09:12.6
145,115,09:27.6
145,114,09:42.6
143,115,09:57.6
145,115,10:12.6
145,115,10:27.6
145,114,10:42.6
145,114,10:57.6
145,114,11:12.6
145,114,11:27.6
145,114,11:42.6
145,114,11:57.6
147,115,12:12.6
145,114,12:27.6
147,115,12:42.6
145,115,12:57.6
147,115,13:12.6
147,115,13:27.6
145,114,13:42.6
145,114,13:57.6
145,114,14:12.6
145,114,14:27.6
145,114,14:42.6
147,114,14:57.6
145,114,15:12.6
145,114,15:27.6
147,114,15:42.6
147,114,15:57.6
147,114,16:12.6
145,115,16:27.6
145,114,16:42.6
147,114,16:57.6
147,114,17:12.6
145,112,17:27.6
145,112,17:42.6
145,114,17:57.6
147,114,18:12.6
147,112,18:27.6
145,112,18:42.6
147,112,18:57.6
147,112,19:12.6
145,112,19:27.6
147,112,19:42.6
147,112,19:57.6
149,114,20:12.6
147,114,20:27.6
147,112,20:42.6
147,111,20:57.6
147,111,21:12.6
147,109,21:27.6
147,108,21:42.6
147,108,21:57.6
147,108,22:12.6
147,106,22:27.6
147,106,22:42.6
147,106,22:57.6
147,106,23:12.6
147,106,23:27.6
147,106,23:42.6
147,106,23:57.6
147,106,24:12.6
147,106,24:27.6
147,105,24:42.6
147,105,24:57.6
147,105,25:12.6
147,105,25:27.6
147,105,25:42.6
147,105,25:57.6
147,105,26:12.6
149,105,26:27.6
149,105,26:42.6
147,105,26:57.6
149,103,27:12.6
147,103,27:27.6
147,103,27:42.6
149,103,27:57.6
149,103,28:12.6
147,102,28:27.6
149,102,28:42.6
147,100,28:57.6
149,100,29:12.6
147,100,29:27.6
147,100,29:42.6
149,100,29:57.6
149,100,30:12.6
147,100,30:27.6
149,100,30:42.6
149,99,30:57.6
149,100,31:12.6
149,99,31:27.6
149,99,31:42.6
149,99,31:57.6
149,99,32:12.6
149,99,32:27.6
149,99,32:42.6
149,99,32:57.6
149,99,33:12.6
149,99,33:27.6
149,99,33:42.6
150,99,33:57.6
150,99,34:12.6
150,99,34:27.6
149,99,34:42.6
149,98,34:57.6
149,98,35:12.6
150,98,35:27.6
150,98,35:42.6
150,98,35:57.6
150,98,36:12.6
150,98,36:27.6
150,98,36:42.6
150,98,36:57.6
150,98,37:12.6
150,98,37:27.6
150,98,37:42.6
150,98,37:57.6
150,98,38:12.6
150,98,38:27.6
150,98,38:42.6
150,98,38:57.6
152,98,39:12.6
150,98,39:27.6
152,98,39:42.6
150,98,39:57.6
150,98,40:12.6
150,98,40:27.6
152,98,40:42.6
150,98,40:57.6
152,98,41:12.6
150,98,41:27.6
150,98,41:42.6
150,98,41:57.6
152,96,42:12.6
152,96,42:27.6
152,96,42:42.6
152,96,42:57.6
152,96,43:12.6
150,96,43:27.6
152,96,43:42.6
152,96,43:57.6
152,96,44:12.6
152,96,44:27.6
152,96,44:42.6
152,98,44:57.6
152,96,45:12.6
152,96,45:27.6
152,96,45:42.6
152,96,45:57.6
150,96,46:12.6
152,96,46:27.6
152,96,46:42.6
152,96,46:57.6
152,96,47:12.6
152,96,47:27.6
152,96,47:42.6
152,96,47:57.6
152,95,48:12.6
152,96,48:27.6
152,96,48:42.6
152,95,48:57.6
152,95,49:12.6
152,95,49:27.6
152,95,49:42.6
152,95,49:57.6
152,95,50:12.6
152,95,50:27.6
152,95,50:42.6
154,95,50:57.6
152,95,51:12.6
152,95,51:27.6
152,95,51:42.6
152,95,51:57.6
152,95,52:12.6
152,95,52:27.6
152,95,52:42.6
152,95,52:57.6
152,96,53:12.6
154,96,53:27.6
152,95,53:42.6
154,96,53:57.6
154,95,54:12.6
154,95,54:27.6
154,95,54:42.6
154,95,54:57.6
152,96,55:12.6
154,95,55:27.6
154,95,55:42.6
152,95,55:57.6
154,95,56:12.6
154,95,56:27.6
154,95,56:42.6
154,95,56:57.6
152,95,57:12.6
154,95,57:27.6
154,95,57:42.6
152,95,57:57.6
154,96,58:12.6
158,96,58:27.6
159,98,58:42.6
159,98,58:57.6
159,98,59:12.6
159,96,59:27.6
161,99,59:42.6
161,98,59:57.6
161,98,00:12.6
161,99,00:27.6
161,99,00:42.6
161,99,00:57.6
161,99,01:12.6
163,100,01:27.6
163,100,01:42.6
163,100,01:57.6
163,99,02:12.6
163,99,02:27.6
163,100,02:42.6
163,100,02:57.6
163,100,03:12.6
163,100,03:27.6
165,102,03:42.6
165,103,03:57.6
165,105,04:12.6
165,105,04:27.6
165,105,04:42.6
163,105,04:57.6
163,105,05:12.6
163,103,05:27.6
163,103,05:42.6
165,103,05:57.6
165,103,06:12.6
163,103,06:27.6
163,105,06:42.6
165,105,06:57.6
165,105,07:12.6
165,106,07:27.6
165,106,07:42.6
165,108,07:57.6
165,108,08:12.6
165,108,08:27.6
165,108,08:42.6
165,108,08:57.6
165,108,09:12.6
165,108,09:27.6
165,108,09:42.6
165,108,09:57.6
165,109,10:12.6
165,109,10:27.6
165,109,10:42.6
165,109,10:57.6
165,109,11:12.6
165,109,11:27.6
165,109,11:42.6
165,109,11:57.6
165,109,12:12.6
165,109,12:27.6
165,109,12:42.6
165,109,12:57.6
165,109,13:12.6
165,109,13:27.6
165,109,13:42.6
165,109,13:57.6
165,109,14:12.6
165,109,14:27.6
165,109,14:42.6
165,109,14:57.6
165,109,15:12.6
165,109,15:27.6
165,109,15:42.6
165,109,15:57.6
165,109,16:12.6
165,109,16:27.6
165,109,16:42.6
165,109,16:57.6
165,109,17:12.6
165,108,17:27.6
165,108,17:42.6
165,108,17:57.6
167,108,18:12.6
165,108,18:27.6
165,108,18:42.6
165,108,18:57.6
165,108,19:12.6
167,108,19:27.6
167,108,19:42.6
165,108,19:57.6
167,108,20:12.6
167,108,20:27.6
167,108,20:42.6
167,108,20:57.6
167,106,21:12.6
167,106,21:27.6
167,106,21:42.6
167,106,21:57.6
167,106,22:12.6
167,106,22:27.6
167,106,22:42.6
167,106,22:57.6
167,105,23:12.6
167,105,23:27.6
167,105,23:42.6
167,105,23:57.6
167,105,24:12.6
167,105,24:27.6
167,105,24:42.6
167,105,24:57.6
167,103,25:12.6
167,105,25:27.6
167,105,25:42.6
167,105,25:57.6
167,105,26:12.6
167,105,26:27.6
169,105,26:42.6
167,103,26:57.6
169,103,27:12.6
167,103,27:27.6
169,103,27:42.6
169,103,27:57.6
169,103,28:12.6
167,102,28:27.6
167,100,28:42.6
167,100,28:57.6
167,100,29:12.6
167,100,29:27.6
169,100,29:42.6
167,100,29:57.6
169,100,30:12.6
167,100,30:27.6
169,100,30:42.6
169,100,30:57.6
169,100,31:12.6
169,102,31:27.6
171,102,31:42.6
171,103,31:57.6
171,103,32:12.6
169,103,32:27.6
171,103,32:42.6
171,103,32:57.6
171,103,33:12.6
171,103,33:27.6
171,103,33:42.6
169,105,33:57.6
171,103,34:12.6
171,105,34:27.6
171,103,34:42.6
171,105,34:57.6
171,105,35:12.6
171,105,35:27.6
171,105,35:42.6
171,105,35:57.6
171,105,36:12.6
171,105,36:27.6
171,105,36:42.6
171,105,36:57.6
171,103,37:12.6
171,105,37:27.6
171,105,37:42.6
171,105,37:57.6
171,105,38:12.6
171,105,38:27.6
171,105,38:42.6
171,106,38:57.6
174,106,39:12.6
174,106,39:27.6
174,106,39:42.6
174,106,39:57.6
174,106,40:12.6
174,106,40:27.6
174,106,40:42.6
174,106,40:57.6
174,106,41:12.6
174,106,41:27.6
174,106,41:42.6
174,106,41:57.6
174,106,42:12.6
174,106,42:27.6
174,106,42:42.6
174,108,42:57.6
174,108,43:12.6
174,108,43:27.6
174,108,43:42.6
174,108,43:57.6
174,106,44:12.6
174,108,44:27.6
174,108,44:42.6
174,108,44:57.6
174,108,45:12.6
174,106,45:27.6
174,108,45:42.6
174,108,45:57.6
174,108,46:12.6
174,108,46:27.6
174,108,46:42.6
174,108,46:57.6
174,108,47:12.6
174,108,47:27.6
174,108,47:42.6
174,108,47:57.6
174,108,48:12.6
174,108,48:27.6
174,108,48:42.6
174,108,48:57.6
174,108,49:12.6
174,108,49:27.6
174,108,49:42.6
174,108,49:57.6
174,108,50:12.6
174,108,50:27.6
174,108,50:42.6
174,108,50:57.6
174,108,51:12.6
174,108,51:27.6
174,108,51:42.6
174,108,51:57.6
174,108,52:12.6
174,108,52:27.6
174,108,52:42.6
174,108,52:57.6
176,108,53:12.6
176,108,53:27.6
174,108,53:42.6
174,108,53:57.6
176,108,54:12.6
174,108,54:27.6
174,108,54:42.6
174,108,54:57.6
174,108,55:12.6
176,108,55:27.6
176,108,55:42.6
176,108,55:57.6
176,108,56:12.6
176,108,56:27.6
174,108,56:42.6
176,108,56:57.6
176,108,57:12.6
176,108,57:27.6
174,108,57:42.6
176,108,57:57.6
176,108,58:12.6
176,108,58:27.6
176,108,58:42.6
176,108,58:57.6
176,109,59:12.6
176,109,59:27.6
176,109,59:42.6
176,109,59:57.6
176,109,00:12.6
176,109,00:27.6
176,109,00:42.6
176,109,00:57.6
176,109,01:12.6
176,109,01:27.6
176,109,01:42.6
176,109,01:57.6
176,109,02:12.6
176,109,02:27.6
176,109,02:42.6
176,109,02:57.6
176,109,03:12.6
176,109,03:27.6
176,109,03:42.6
176,109,03:57.6
176,109,04:12.6
176,111,04:27.6
178,111,04:42.6
176,111,04:57.6
176,111,05:12.6
176,111,05:27.6
176,112,05:42.6
176,112,05:57.6
178,114,06:12.6
178,114,06:27.6
178,114,06:42.6
176,114,06:57.6
176,114,07:12.6
176,114,07:27.6
176,114,07:42.6
176,112,07:57.6
176,111,08:12.6
176,111,08:27.6
176,111,08:42.6
176,111,08:57.6
176,111,09:12.6
176,111,09:27.6
176,109,09:42.6
176,111,09:57.6
176,109,10:12.6
176,109,10:27.6
176,109,10:42.6
176,109,10:57.6
176,109,11:12.6
176,109,11:27.6
176,109,11:42.6
176,109,11:57.6
178,109,12:12.6
178,109,12:27.6
178,109,12:42.6
178,109,12:57.6
176,109,13:12.6
176,109,13:27.6
178,109,13:42.6
178,109,13:57.6
178,109,14:12.6
178,109,14:27.6
176,109,14:42.6
178,109,14:57.6
178,109,15:12.6
178,109,15:27.6
178,109,15:42.6
178,109,15:57.6
178,109,16:12.6
178,109,16:27.6
178,109,16:42.6
178,109,16:57.6
178,111,17:12.6
178,111,17:27.6
178,112,17:42.6
178,112,17:57.6
178,112,18:12.6
178,112,18:27.6
178,112,18:42.6
178,112,18:57.6
178,114,19:12.6
178,114,19:27.6
178,114,19:42.6
178,114,19:57.6
178,114,20:12.6
178,114,20:27.6
178,114,20:42.6
178,115,20:57.6
178,115,21:12.6
178,115,21:27.6
178,115,21:42.6
178,115,21:57.6
178,115,22:12.6
178,115,22:27.6
178,115,22:42.6
